Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
194510,28/08/2020 20:09,377993000000000.0,fraud_Fadel Inc,health_fitness,90.14,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,11/09/1975,e0cd3cb22a819052c0ce92e24a5d0e87,1377720580,44.276288,-88.226601,0
278542,03/10/2020 11:56,180031000000000.0,fraud_Murray-Smitham,grocery_pos,219.46,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",05/01/1972,0c7b7dbac788616ab86fa2312ef7dd54,1380801362,30.726813,-88.279547,0
2544,22/06/2020 04:09,4195740000000.0,fraud_McGlynn-Heathcote,misc_net,5.8,Benjamin,Robinson,M,0701 John Ranch,Portland,OR,97210,45.5303,-122.7033,841711,"Engineer, building services",04/04/1963,71b6beb9bec2312f9a61b9ce9a99ce28,1371874197,45.164699,-122.275714,0
390851,21/11/2020 18:42,38588500000000.0,"fraud_Boehm, Block and Jakubowski",misc_pos,3.58,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,23/11/1990,4a792a7dc95b3d5e24119848a8c06375,1385059338,29.53367,-103.746023,0
435385,05/12/2020 20:20,376445000000000.0,fraud_Zulauf LLC,personal_care,16.44,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11/02/1982,d378da920829f5a36fffe349e5e4d54c,1386274837,40.745304,-102.049869,0
437693,06/12/2020 08:59,371284000000000.0,fraud_Wiegand-Lowe,grocery_net,68.65,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,24/05/1976,cb8d1fdf24f0f020ac69d6aa3eb8bd72,1386320362,35.431596,-100.547693,0
306609,15/10/2020 07:54,213125000000000.0,fraud_Rempel Inc,shopping_net,5.84,Steven,Arnold,M,079 Chelsea Rest,Belfast,NY,14711,42.32,-78.0943,1766,Mechanical engineer,04/06/1962,bf3a80f6d50c57946d609aab9300f4fe,1381823679,42.106837,-78.094864,0
259724,24/09/2020 21:33,4635330000000000.0,"fraud_O'Reilly, Mohr and Purdy",home,26.1,Christina,Rose,F,1984 Taylor Island Suite 836,Falls Church,VA,22046,38.8856,-77.1802,116155,Chartered accountant,10/07/1983,2a3c85f758ce77f79f0ec03a101dc60b,1380058385,39.280955,-76.869526,0
333203,26/10/2020 22:15,4789910000000000.0,fraud_O'Hara-Wilderman,food_dining,109.99,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",27/04/1988,4ce4a8b82d9e7fcb33aeb408c0316709,1382825726,40.140318,-72.478553,0
477777,14/12/2020 17:28,213191000000000.0,"fraud_McCullough, Hudson and Schuster",food_dining,87.1,Thomas,Sullivan,M,464 Newman Crossroad,Milwaukee,WI,53228,42.9676,-88.0434,817312,"Accountant, chartered public finance",18/03/2004,5cf8a9cd58847525eb4a1a6037565ae7,1387042123,42.12295,-88.877977,0
79971,19/07/2020 12:16,372509000000000.0,fraud_Lesch Ltd,shopping_pos,1273.97,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18/06/1985,629cf0d5d73898465eb64f42f4dfea50,1374236217,43.617218,-83.861732,0
394310,23/11/2020 03:01,3575790000000000.0,"fraud_Ferry, Reichel and DuBuque",grocery_net,28.76,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,17/07/1989,9d430079cdb3181d8962775fd830dbf7,1385175696,39.236557,-94.453812,0
500565,20/12/2020 04:06,3538520000000000.0,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,148.81,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,15/09/1965,65f3426b710cab90d1c8a8a82cd8e7e2,1387512409,41.570074,-82.926334,0
167722,18/08/2020 17:36,30235000000000.0,fraud_Hamill-D'Amore,health_fitness,172.05,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22/01/1978,b1167f73e4d491f897683b3fee3c0e05,1376847375,43.971408,-88.272556,0
145333,10/08/2020 22:23,4682740000000000.0,fraud_Schulist Ltd,food_dining,16.48,Gregory,Webster,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,"Radiographer, diagnostic",18/12/1961,65cbf4c7b75d4982067cf2c0e0e07201,1376173402,39.438678,-92.377769,0
425694,03/12/2020 02:59,213127000000000.0,fraud_Bogisich-Homenick,misc_net,585.03,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,28/01/1971,3a588cc38c0fca5549e42b8a8ca2e2a0,1386039597,26.535587,-98.855474,0
139912,09/08/2020 13:54,4874020000000000.0,fraud_Wilkinson Ltd,entertainment,320.29,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,28/05/1982,cf9c07174553f7b4f31f739626ca2d49,1376056463,46.061039,-122.338219,0
58283,11/07/2020 19:34,4586260000000.0,"fraud_Nicolas, Hills and McGlynn",entertainment,61.42,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,20/01/1953,86ff94e08aad67e42f0a2fda8f16d963,1373571298,40.098481,-96.005112,0
347122,02/11/2020 08:42,376445000000000.0,fraud_Kuhn LLC,misc_net,2.05,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,11/02/1982,121bfa89400e7341df304a193c4c9ee8,1383381749,41.852203,-101.461414,0
314618,19/10/2020 02:11,346273000000000.0,fraud_Kris-Weimann,misc_net,48.05,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,22/10/1991,ee061293e36d11ac9ac2c37dad8e7467,1382148692,38.463489,-80.274004,0
406726,28/11/2020 21:40,4683640000000.0,"fraud_Roberts, Daniel and Macejkovic",kids_pets,48.77,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,01/07/1972,f6962ec18151977ea7a1816035df75ab,1385674854,29.955116,-91.658028,0
428491,03/12/2020 23:10,180068000000000.0,fraud_Adams-Barrows,health_fitness,10.06,Melissa,Flores,F,7529 Carter Well Suite 262,Huntington Beach,CA,92648,33.6773,-118.0051,190249,"Therapist, horticultural",17/09/1976,24fce84dbc344bc97b89ecf8fd9e3503,1386112239,33.38314,-118.839342,0
522118,24/12/2020 12:28,3531130000000000.0,fraud_Bode-Rempel,kids_pets,46.38,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13/07/1975,db9f6eee4b9233b6e2e36af98a062fba,1387888128,43.808829,-72.885136,0
70618,15/07/2020 09:17,36485900000000.0,"fraud_Towne, Walker and Borer",grocery_net,82.38,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,29/01/2005,5287e2d50d4877b7c37fb480c0cdcf89,1373879873,41.342521,-82.321499,0
242707,17/09/2020 06:17,3518670000000000.0,fraud_Torp-Labadie,gas_transport,64.67,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,45150,39.1657,-84.233,31394,Hospital doctor,12/11/1996,77ecf259ae01da8e1635c0a8bc3865f8,1379398623,39.828028,-84.187767,0
49680,07/07/2020 21:51,3551220000000000.0,"fraud_Hoppe, Harris and Bednar",entertainment,41.51,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,09/10/1976,f61d26ed6b4f4f5674f6a7e99c0236f1,1373233888,44.461077,-74.691728,0
484841,15/12/2020 20:39,4561550000000.0,fraud_Brown Inc,kids_pets,140.5,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",04/08/1988,b18ec7dc05d8da747063cca2edb86117,1387139959,35.103209,-105.39962,0
167225,18/08/2020 15:00,3502090000000000.0,"fraud_O'Reilly, Mohr and Purdy",home,13.57,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,08/09/1976,a55028413e4104bcbe0b5992fd9324dd,1376838038,39.162243,-76.344863,0
44131,06/07/2020 14:15,5359540000000000.0,fraud_Kassulke Inc,entertainment,46.55,Michael,Francis,M,1833 Jeanette Stravenue,Belgrade,MT,59714,45.7801,-111.1439,18182,"Engineer, drilling",29/06/1975,80ec517d4fcd2138a57dec02bcf7b911,1373120133,45.439503,-111.041655,0
20589,28/06/2020 15:41,180081000000000.0,"fraud_McDermott, Osinski and Morar",home,112.6,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,03/04/1955,07d70207e4750e87f8fe53836c104c05,1372434096,33.585352,-91.360747,0
89733,21/07/2020 22:54,3531130000000000.0,fraud_O'Connell-Ullrich,home,47.22,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13/07/1975,cb6cad3d22ca519c6ebf204ae43d8e19,1374447293,43.924619,-72.981697,0
198278,30/08/2020 09:38,346273000000000.0,fraud_Stamm-Rodriguez,misc_pos,8.34,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,22/10/1991,1836b9811d54ce511b0740cfecb94ec1,1377855484,38.67304,-80.077727,0
115542,31/07/2020 20:51,3531130000000000.0,fraud_Bahringer-Streich,food_dining,85.51,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13/07/1975,040ff0880408d9730d7eb5fcbb3d2c7b,1375303861,44.301583,-72.632555,0
248840,20/09/2020 11:29,3565200000000000.0,fraud_Zboncak LLC,food_dining,52.47,Adriana,Harvey,F,715 Joy Prairie,Unionville,MO,63565,40.4815,-92.9951,3805,"Investment banker, corporate",15/09/1950,62a407c8736f8ca516e4fb9d4e05a0e6,1379676551,39.535468,-93.578866,0
42804,06/07/2020 05:33,4961000000000000.0,fraud_Halvorson Group,misc_pos,3.17,Stacy,Walsh,F,324 Donna Ridge Suite 651,Cressona,PA,17929,40.6284,-76.195,1606,Ecologist,10/05/1966,5639d411804282a4927d9dc20a853011,1373088820,40.133359,-76.139114,0
286945,06/10/2020 12:27,3583640000000000.0,fraud_Feil-Morar,health_fitness,17.65,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01/01/1985,19594e7a63e4e782eed1b249676b319f,1381062469,40.543298,-74.767725,0
406133,28/11/2020 15:08,3586960000000000.0,fraud_Prosacco LLC,personal_care,69.87,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",08/12/1994,48d1f8b4bb8405b990ba37147020253f,1385651326,39.580532,-79.263198,0
509406,21/12/2020 17:07,30273000000000.0,"fraud_Bahringer, Schoen and Corkery",shopping_pos,211.28,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13/06/2000,07e683d6ee93384b18841826eb7ebb31,1387645632,34.580728,-90.994056,0
95919,24/07/2020 21:17,30199600000000.0,"fraud_Durgan, Gislason and Spencer",home,3.26,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,23/03/1977,3e8d2994f30fb6a9cca5dafd758e93c6,1374700672,34.357635,-95.782313,0
188483,25/08/2020 22:38,30541100000000.0,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,9.34,Derrick,George,M,575 Chapman Union,Spring,TX,77379,30.0377,-95.5326,316665,"Education officer, museum",12/09/1990,871870ed3c98283a3b8d52148db74ffe,1377470324,29.82791,-95.367203,0
69877,14/07/2020 23:12,571365000000.0,"fraud_Koss, McLaughlin and Mayer",food_dining,148.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",12/07/1995,c4c10b0340eed9090fba6f62e57dfc06,1373843561,44.303594,-85.807015,0
222496,08/09/2020 09:29,341283000000000.0,"fraud_Raynor, Reinger and Hagenes",gas_transport,41.7,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",08/09/1935,1a101518020c407cbdf66ca7f3240ac3,1378632551,30.931272,-84.230123,0
143028,10/08/2020 10:28,6595970000000000.0,fraud_Goodwin-Nitzsche,grocery_pos,141.69,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11/09/1969,67ca63317408c695563d09f39d6b76db,1376130521,41.026818,-74.50953,0
79635,19/07/2020 09:25,4306590000000000.0,fraud_Kiehn Inc,grocery_pos,63.48,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",19/10/1959,a7756abd1bb7280aeb77a77c72926ca1,1374225901,39.557433,-87.061808,0
522789,24/12/2020 16:20,375083000000000.0,fraud_Kemmer-Buckridge,misc_pos,5.98,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",14/12/1976,7303f023b772a1f7432df544c20b035a,1387902046,46.71243,-96.568335,0
364806,09/11/2020 20:02,375534000000000.0,"fraud_Bahringer, Osinski and Block",food_dining,65.57,Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28/03/1986,01a0d960d15491ebec72364de29bd9f6,1384027376,38.154122,-79.136088,0
133315,06/08/2020 22:23,180049000000000.0,"fraud_Wuckert, Wintheiser and Friesen",home,91.45,Michael,Flores,M,70761 Fitzpatrick Brooks Suite 631,Saxon,WI,54559,46.4959,-90.4383,795,Television/film/video producer,15/04/1986,4d71498f5a841a1e7de5848ec0688c70,1375827832,47.382523,-91.103263,0
325194,23/10/2020 18:09,375248000000000.0,fraud_Douglas-White,entertainment,10.09,Joshua,Mendoza,M,4215 Miranda Field Suite 326,Tallmansville,WV,26237,38.8564,-80.158,571,Accounting technician,16/09/1967,9df318e06e8eb3f097da418ebc17b7df,1382551756,39.190199,-80.356635,0
468520,13/12/2020 02:49,6011680000000000.0,fraud_Erdman-Kertzmann,gas_transport,49.48,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,16/04/1974,fba54758b08a869cd9378983a85542c9,1386902954,41.343527,-105.121899,0
242697,17/09/2020 06:06,377114000000000.0,fraud_Heidenreich PLC,grocery_pos,133.73,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,25/03/1965,892a1efc169a47a3d29a8a92b1ce4d38,1379397973,38.727278,-75.201746,0
460513,10/12/2020 23:28,30273000000000.0,"fraud_Ferry, Lynch and Kautzer",misc_net,217.2,Andrew,Patterson,M,06959 Stephen Branch Suite 246,Thida,AR,72165,35.5762,-91.4539,111,Careers information officer,13/06/2000,9e3af3a1a5dda0167a434310ad2e60ed,1386718084,34.677195,-92.054018,0
66005,13/07/2020 23:19,3531130000000000.0,fraud_Hamill-D'Amore,health_fitness,5.7,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",13/07/1975,6d564dbd2255722512a3afcc60180ade,1373757559,43.455696,-73.620501,0
7695,23/06/2020 12:28,60416207185.0,fraud_Leffler-Goldner,personal_care,148.02,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,17/02/1986,86d346444b5b262159976aa4d8b64fbb,1371990534,42.876538,-109.33322,0
408839,29/11/2020 17:57,180011000000000.0,fraud_Schulist Ltd,food_dining,64.75,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,05/10/1993,302345383b19cbe2224dc83ff5048b1b,1385747873,42.02562,-90.904799,0
490221,17/12/2020 11:33,3596220000000000.0,fraud_Kuvalis Ltd,gas_transport,68.27,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25/03/1988,6198c823a488cc9e39de06da2cc56895,1387280029,41.338584,-92.351875,0
226140,10/09/2020 01:06,343819000000000.0,fraud_Smith-Stokes,misc_pos,5.3,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,24/01/1956,bf57695ae6d13ae1d1a2df76ef8ad955,1378775207,42.07869,-93.42995,0
238483,15/09/2020 06:48,2266740000000000.0,"fraud_Heller, Gutmann and Zieme",grocery_pos,70.78,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,25/07/1972,c805ebfcb74b4bfebf676e7d00e66448,1379227726,34.362636,-87.071294,0
341836,31/10/2020 02:31,4.2554e+18,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,8.84,George,Smith,M,7377 Walton Extensions Apt. 979,Dallas,TX,75236,32.69,-96.9177,1263321,"Designer, interior/spatial",27/09/1952,1d41eeb41c699ffafd98ba9c771f5f29,1383186707,33.042019,-97.325996,0
347464,02/11/2020 12:00,3583640000000000.0,fraud_Hammes-Beatty,kids_pets,21.33,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01/01/1985,a4d02dfc3e99f0b0bea6d889a628bf35,1383393647,39.053491,-74.079345,0
286716,06/10/2020 10:18,6544730000000000.0,"fraud_Herman, Treutel and Dickens",misc_net,4.51,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08/02/1982,15aecf2b29bfb72612c8dbb224aa1c14,1381054713,41.215601,-87.196283,0
277075,02/10/2020 16:35,4.102e+18,"fraud_Hettinger, McCullough and Fay",home,100.91,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,13/06/1987,81eeb9a525304217dbf63f948a46e8b4,1380731757,33.087358,-97.194638,0
185449,25/08/2020 03:20,2248740000000000.0,fraud_Bednar Group,misc_net,9.4,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11/11/1962,0a582efbe15881460a0a82b1007b06f3,1377400838,39.312532,-99.934727,0
448588,08/12/2020 02:44,3543300000000000.0,fraud_Herman Inc,misc_pos,26.21,Angela,White,F,137 Adam Dale,Lebanon,VA,24266,36.8809,-82.0956,9521,"Teacher, English as a foreign language",19/10/1977,e4849b3b45e311b9b5fb8669a5457bb1,1386470667,35.967927,-82.934335,0
104249,27/07/2020 16:12,676174000000.0,"fraud_Streich, Rolfson and Wilderman",kids_pets,155.04,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",25/04/1961,cca3f6e00fbd114bc8cf8ed807bb9fcb,1374941533,34.366666,-118.177433,0
261862,26/09/2020 00:52,30242900000000.0,fraud_Dare-Marvin,entertainment,45.71,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,06/04/1958,24bb7f250a4edc9f064f1f7153c0c57d,1380156766,44.4548,-84.603521,0
122313,03/08/2020 04:59,371009000000000.0,fraud_Friesen-Stamm,gas_transport,51.61,Randall,Burgess,M,393 Carroll Route Suite 197,Norman Park,GA,31771,31.2462,-83.6549,5666,Rural practice surveyor,14/09/2003,3bc0b50808f3f95da3c752bd4e1b05d6,1375505983,31.992953,-83.739903,0
325979,24/10/2020 03:54,2256230000000000.0,fraud_Botsford Ltd,shopping_pos,2507.65,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,11/04/1948,15244b2e0cb9196ec8d859c157016f26,1382586849,42.785321,-72.72381,0
112729,30/07/2020 15:09,2305340000000000.0,fraud_Jakubowski Group,food_dining,43.81,Jeffrey,Rice,M,21447 Powell Circle,Moulton,IA,52572,40.6866,-92.6833,1132,Probation officer,14/02/1961,f5d4c14f8730696c985e7f59d6a09665,1375196976,40.240938,-91.936565,0
543372,29/12/2020 01:15,630426000000.0,fraud_Ledner-Pfannerstill,gas_transport,49.38,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,14/03/1970,995585640dd70c1af43ebfeda4991b40,1388279719,39.001919,-79.856081,0
106455,28/07/2020 04:37,6547670000000000.0,fraud_Sporer Inc,gas_transport,43.6,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,05/05/1945,69a3923a5bd18589697bf95c54ed4797,1374986257,38.8981,-75.667275,0
474777,14/12/2020 06:18,377655000000000.0,"fraud_Okuneva, Schneider and Rau",shopping_pos,1.93,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,37849,36.0435,-84.04,25459,"Teacher, special educational needs",22/02/1969,6319e35b856e72913fee8121fd23e79f,1387001882,36.670437,-85.034839,0
30614,01/07/2020 09:06,3599240000000000.0,"fraud_Christiansen, Goyette and Schamberger",gas_transport,60.19,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731,36.8421,-85.5396,341,Insurance risk surveyor,19/11/1932,a7841a2cc9e3796de3923baadddd90b4,1372669581,37.495196,-86.332354,0
